professor,review,tags
Lisa  Kaltenegger,"based Prof Kaltenegger is literally a god take her exoplanets class, it's not hard and the material is super interesting","['Inspirational', 'Amazing lectures', 'Respected', 'Clear grading criteria', 'Caring']"
Kei  Hayashi,,[]
Sabrina  Sondhi,,[]
Gennady  Samorodnitsky,"I'm kind of surprised by most of the reviews. I enjoyed his lectures and I liked that he had a lot of examples that were easy to follow. The exams weren't hard, and he allowed a cheat sheet which really helped. Pretty friendly guy too.","['Tough grader', 'Lots of homework', 'Hilarious', 'Test heavy', 'Graded by few things']"
Michelle  Duguid,,[]
Edward D Cavanagh,,[]
Timothy W. Shenk,,[]
Peter  Doerschuk,"Very easy professor to learn from. He clearly writes down all the concepts during lectures as well as gives you very helpful hints for exam problems. Always has a review session before homework due dates and exams. Plus, he's really funny and likes to have fun while teaching.","['Hilarious', 'Caring', 'Tough grader', ""Skip class? You won't pass."", 'Amazing lectures']"
Kathleen  Bergin,,[]
Ding Xiang  Warner,"take this class if you want to have a terrible semester, with a boring teacher Worst teacher I've had in my life Very engaging class with a great professor. Professor Warner is very enthusiastic about the material and is very reasonable. She definitely looks out for us and wants us to succeed. An all around positive experience. Absolutely no text book useage and she even refuse to provide any external reference book. All readings are fragmental and not connected with class material,which is merely her own creation. Very nice and helpful. Made course material interesting and easy to understand. love her class!","['Tough grader', 'EXTRA CREDIT', 'Clear grading criteria', 'Gives good feedback']"
Kimberly R Bukowski,,[]
William  Schmidt,,[]
Kimberly O. O'Brien,,[]
Immanuel  Trummer,Extremely good professor. Enjoyed the lectures. Highly recommend the course.,"['Amazing lectures', 'Lecture heavy', 'Get ready to read', 'Clear grading criteria', 'Gives good feedback']"
Christian J Noack,,[]
Robert Todd Newman,,[]
Matthew J. Paszek,"Nice guy, seems like he's always high. On a few occasions the lecture notes weren't clear enough to answer the homework problem accurately but if you go to the textbook afterwards there wasn't any doubt. ",[]
Zachary  Rood,,[]
Michael Steven Chen,,[]
Catherine Louise Kling,,[]
Todd Michael Schmit,"He is a great professor, show up to class, do the work and you will do just fine in the class.","['EXTRA CREDIT', 'Group projects', 'Caring']"
Alexander Robert Rees-Jones,,[]
Michael W Macy,"He and his co-professor Ceci can both be a little aloof at times, but overall they have the best of intentions.  They are very passionate about sociology and really nice guys.  This class was an absolute treat, I'd highly recommend it.  You'll learn a lot too. Great teacher, got me very interested in Sociology despite the fact that I never had any interest before.  Really phenomenal Great class! I learned a lot. Really liked the short essay assignments and no tests. would recommend Boring funfun!",[]
Martha S. Field,,[]
Craig Robert Snow,"Snow is the best professor I've ever taken for at least three reasons, but his high standards are difficult for some students.  1. Great content: Snow developed and honed his content over 30 years. Great stuff. 2. Detailed, frequent feedback: He provides detailed written feedback & one-on-one tutorials. 3. Accountability: He holds us to standards.","['Participation matters', 'Gives good feedback', 'Accessible outside class']"
Peter  Rich,"If you do the readings and show up to class, you will get an A. I did not study for any of the tests, and I did not spend more than an hour on any of the papers, and I got an A+","['Get ready to read', ""Skip class? You won't pass."", 'Caring', 'EXTRA CREDIT', 'Amazing lectures']"
George W. Casey,,[]
Bandara  Herath,,[]
Karim-Aly Saleh Kassam,"I had Dr. K in 2006 and 2007. I am still digesting his wisdom and participating in his classes has forever changed my life. I have taken what I learned into a completely different field and succeeded because of the ethics he helped me to articulate. I am a better person for having known Dr. Kassam.   Don't miss the opportunity,","['Participation matters', 'Inspirational', 'Respected', 'Amazing lectures', 'Get ready to read']"
Rosemary  Batt,"Good lecturer, one of the better ones in WLC.  Test is tough, but she makes it clear what she wants you to know, which isn't too difficult","['Tough grader', 'Amazing lectures']"
Eric T. Cheyfitz,"He is incredibly intelligent and engaging, as well as being a very fair/generous grader. His class was my favorite of the semester.","['Get ready to read', 'Inspirational', 'Participation matters', 'Respected', 'Lecture heavy']"
Allison Weiner Heinemann,,[]
Michelle K. Smith,,[]
Margarita  Tsoutsoura,,[]
Moustapha  Fall,,[]
Antonia  Jameson Jordan,,[]
Andrew Harris Moeller,,[]
K.E.  von Wittelsbach,,[]
Van Dyk  Lewis,,[]
Hugh G. Gauch,,[]
James Edward West,,[]
Samitha  Samaranayake,,[]
Hector  Velez,"Grandpa figure, very passionate but bias with his material. The TA (Jorge) completely re-did the tests for the course though. Interesting facts scattered into the material. Felt more like a history or gov't class than an actual sociology class. I'd say take it if you want to learn some interesting things. Good lecturer. So eloquent. Like taking a religion course taught by the pope. passionate about the subject, but so very biased. Like a history prof claiming one side is wrong and the other side right. low in theory. His qualities are great in a grandfather, not so much in a professor. easy if you take notes. you'll definitely learn to appreciate latino culture. Very approachable professor. He is very engaging and keeps the class interesting. This class was fun. Skimming the readings is fine. Gotta love those vignettes.  Funny guy, really insightful, and definitely makes the class a forum for debate and discussion.  And he's really approachable!  Definitely a student-oriented class.  My only complaint: the readings weren't all THAT helpful, but they were interesting.",[]
Sital  Kalantry,,[]
